NAME;LOCATION;BLZ;bic;RPDHBCIPT
Deutsche Bank;Freiburg im Breisgau;68070024;DEUTDEDBFRE;19
Deutsche Bank;Freiburg im Breisgau;68070030;DEUTDE6FXXX;19
Postbank/DSL Ndl der Deutsche Bank;Freiburg im Breisgau;68070212;DEUTDE6FP11;1
Postbank/DSL Ndl der Deutsche Bank;Freiburg im Breisgau;68070224;DEUTDEDBP11;1
Commerzbank vormals Dresdner Bank;Freiburg im Breisgau;68080030;DRESDEFF680;23
Commerzbank vormals Dresdner Bank Zw Münsterstraße;Freiburg im Breisgau;68080031;DRESDEFFI44;23
Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1;Freiburg im Breisgau;68080085;DRESDEFFI62;23
Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 2;Freiburg im Breisgau;68080086;DRESDEFFJ22;23
Volksbank Freiburg;Freiburg im Breisgau;68090000;GENODE61FR1;31
PSD Bank RheinNeckarSaar;Freiburg im Breisgau;68090900;GENODEF1P07;0
Volksbank Breisgau Nord;Emmendingen;68092000;GENODE61EMM;31
Volksbank Staufen;Staufen im Breisgau;68092300;GENODE61STF;31
Deutsche Bank;Lahr;68270024;DEUTDEDB682;19
Deutsche Bank;Lahr;68270033;DEUTDE6F682;19
Volksbank Lahr;Lahr;68290000;GENODE61LAH;31
SEB;Lörrach;68310111;ESSEDE5F683;0
Commerzbank;Lörrach;68340058;COBADEFFXXX;23
Sparkasse Lörrach-Rheinfelden;Lörrach;68350048;SKLODE66XXX;8
Sparkasse Wiesental;Schopfheim;68351557;SOLADES1SFH;8
Sparkasse Markgräflerland;Weil am Rhein;68351865;SOLADES1MGL;8
Deutsche Bank;Lörrach;68370024;DEUTDEDB683;19
Deutsche Bank;Lörrach;68370034;DEUTDE6F683;19
Volksbank Dreiländereck;Lörrach;68390000;VOLODE66XXX;31
Sparkasse Hochrhein;Waldshut-Tiengen;68452290;SKHRDE6WXXX;8
Volksbank Klettgau-Wutöschingen;Wutöschingen;68462427;GENODE61WUT;31
Volksbank Rhein-Wehra;Bad Säckingen;68490000;GENODE61BSK;31
Volksbank Hochrhein;Waldshut-Tiengen;68492200;GENODE61WT1;31
SEB;Konstanz;69010111;ESSEDE5F690;0
UniCredit Bank - HypoVereinsbank;Konstanz;69020190;HYVEDEMM591;0
Commerzbank;Konstanz;69040045;COBADEFFXXX;23
Sparkasse Bodensee;Konstanz;69050001;SOLADES1KNZ;8
Bezirkssparkasse Reichenau;Reichenau;69051410;SOLADES1REN;8
Sparkasse Pfullendorf-Meßkirch;Pfullendorf;69051620;SOLADES1PFD;8
Sparkasse Salem-Heiligenberg;Salem;69051725;SOLADES1SAL;8
Volksbank Überlingen;Überlingen;69061800;GENODE61UBE;31
Deutsche Bank;Konstanz;69070024;DEUTDEDB690;19
Deutsche Bank;Konstanz;69070032;DEUTDE6F690;19
Hagnauer Volksbank;Hagnau am Bodensee;69091200;GENODE61HAG;31
Volksbank Pfullendorf;Pfullendorf;69091600;GENODE61PFD;31
UniCredit Bank - HypoVereinsbank;Singen (Hohentwiel);69220186;HYVEDEMM590;0
Commerzbank;Singen (Hohentwiel);69240075;COBADEFFXXX;23
Sparkasse Hegau-Bodensee;Singen (Hohentwiel);69250035;SOLADES1SNG;8
Sparkasse Engen-Gottmadingen;Engen;69251445;SOLADES1ENG;8
Deutsche Bank;Singen (Hohentwiel);69270024;DEUTDEDB692;19
Deutsche Bank;Singen (Hohentwiel);69270038;DEUTDE6F692;19
Commerzbank vormals Dresdner Bank;Singen (Hohentwiel);69280035;DRESDEFF692;23
Volksbank;Konstanz;69291000;GENODE61RAD;31
Volksbank Gf GA;Konstanz;69291099;GENODE61RAD;0
Volksbank Meßkirch Raiffeisenbank;Meßkirch;69362032;GENODE61MES;31
Bundesbank;Villingen-Schwenningen;69400000;MARKDEF1694;0
Commerzbank Villingen u Schwenningen;Villingen-Schwenningen;69440007;COBADEFFXXX;23
Commerzbank CC;Villingen-Schwenningen;69440060;COBADEFFXXX;23
Sparkasse Schwarzwald-Baar;Villingen-Schwenningen;69450065;SOLADES1VSS;8
Deutsche Bank;Villingen-Schwenningen;69470024;DEUTDEDB694;19
Deutsche Bank;Villingen-Schwenningen;69470039;DEUTDE6F694;19
Bundesbank;München;70000000;MARKDEF1700;0
Postbank Ndl der Deutsche Bank;München;70010080;PBNKDEFFXXX;1
Aareal Bank ehem. Filiale München;Wiesbaden;70010424;AARBDE5W700;0
Deutsche Pfandbriefbank;Garching b. München;70010500;REBMDEMMXXX;0
Deutsche Pfandbriefbank;Garching b. München;70010555;REBMDEMM555;0
Deutsche Pfandbriefbank;Garching b. München;70010570;REBMDE7CXXX;0
Middle East Bank, Munich Branch;München;70010800;KHMIDEMMXXX;0
Bank Vontobel Europe;München;70011200;VONTDEM1XXX;0
BfW - Bank für Wohnungswirtschaft;Mannheim;70011400;BFWODE71XXX;0
SIEMENS BANK;München;70011500;SIBADEMMXXX;0
TEN31 Bank;Ottobrunn;70011600;WEGBDE77XXX;31
Bankhaus von der Heydt;München;70011700;BVDHDEMMXXX;0
InterCard;Taufkirchen;70011900;ICRDDE71XXX;0
UniCredit Family Financing Bank, Ndl der UniCredit;München;70012000;CLABDEM1XXX;0
V-Bank;München;70012300;VBANDEMMXXX;0
Bankhaus Obotritia;München;70012400;FLGMDE77XXX;0
Südtiroler Sparkasse Niederlassung München;München;70012600;SUSKDEM1XXX;31
VZ Depotbank Deutschland;München;70012700;DEPDDEMMXXX;0
IBAN FIRST, Zweigniederlassung München;München;70012900;FXBBDEM2XXX;0
ebase -European Bank for Financial Services GmbH;Aschheim;70013000;EBSGDEMXXXX;0
European Bank for Financial Services;Aschheim;70013010;EFSGDEM1XXX;0
IC Cash Services;Taufkirchen;70013400;CSHHDE71XXX;0
Bankhaus Herzogpark;München;70013500;HERZDEM1XXX;31
transact Elektronische Zahlungssysteme;Planegg;70015000;TEZGDEB1XXX;0
transact Elektronische Zahlungssysteme;Planegg;70015015;TEZGDEB1001;0
transact Elektronische Zahlungssysteme;Planegg;70015025;TEZGDEB1002;0
transact Elektronische Zahlungssysteme;Planegg;70015035;TEZGDEB1003;0
PayCenter;Freising;70017000;PAGMDEM1XXX;174
UniCredit Bank - HypoVereinsbank;München;70020270;HYVEDEMMXXX;21
BNP Paribas NL Deutschland;München;70020300;WKVBDEM1XXX;0
Bank für Sozialwirtschaft;München;70020500;BFSWDE33MUE;0
Bank für Sozialwirtschaft AG (nur intern);München;70020570;BFSWDE33MUE;0
INTESA SANPAOLO;München;70020800;BCITDEFFMUC;0
UniCredit Bank - HypoVereinsbank;Freising;70021180;HYVEDEMM418;0
Fidor Bank;München;70022200;FDDODEMMXXX;0
UniCredit Bank - HypoVereinsbank;Bad Tölz;70025175;HYVEDEMM643;0
Fürst Fugger Privatbank;Augsburg;70030014;FUBKDE71MUC;0
Merck Finck A Quintet Private Bank;München;70030400;MEFIDEMMXXX;47
Bankhaus Ludwig Sperrer;Freising;70031000;BHLSDEM1XXX;172
St.Galler Kantonalbank Deutschland;München;70032500;GAKDDEM1XXX;31
Baader Bank;Unterschleißheim;70033100;BDWBDEMMXXX;181
Oldenburgische Landesbank;Oldenburg;70035000;OLBODEH2700;95
Commerzbank;München;70040041;COBADEFFXXX;23
Commerzbank, Filiale München 2;München;70040045;COBADEFFXXX;23
Commerzbank GF-M48;München;70040048;COBADEFFXXX;23
Commerzbank Gf 860;München;70040060;COBADEFFXXX;23
Commerzbank Gf 861;München;70040061;COBADEFFXXX;23
Commerzbank CC;München;70040062;COBADEFFXXX;23
Commerzbank CC;München;70040063;COBADEFFXXX;23
Commerzbank, CC SP;München;70040070;COBADEFFXXX;23
Commerzbank Service-BZ;München;70045050;COBADEFFXXX;23
Bayerische Landesbank;München;70050000;BYLADEMMXXX;0
Sparkasse Freising Moosburg;Freising;70051003;BYLADEM1FSI;8
Sparkasse Dachau;Dachau;70051540;BYLADEM1DAH;8
Kreis- und Stadtsparkasse Erding-Dorfen;Erding;70051995;BYLADEM1ERD;8
Sparkasse Landsberg-Dießen;Landsberg am Lech;70052060;BYLADEM1LLD;8
Sparkasse Fürstenfeldbruck;Fürstenfeldbruck;70053070;BYLADEM1FFB;8
Sparkasse Bad Tölz-Wolfratshausen;Bad Tölz;70054306;BYLADEM1WOR;8
Deutsche Bank;München;70070010;DEUTDEMMXXX;19
Deutsche Bank;München;70070024;DEUTDEDBMUC;19
Postbank/DSL Ndl der Deutsche Bank;München;70070324;DEUTDEDBP16;1
Postbank/DSL Ndl der Deutsche Bank;München;70070362;DEUTDEMMP16;1
Commerzbank vormals Dresdner Bank;München;70080000;DRESDEFF700;23
Commerzbank vormals Dresdner Bank Zw 56;München;70080056;DRESDEFF714;23
Commerzbank vormals Dresdner Bank Gf ZW 57;München;70080057;DRESDEFF724;23
Commerzbank vormals Dresdner Bank Gf PCC DCC-ITGK 3;München;70080085;DRESDEFFI55;23
Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 4;München;70080086;DRESDEFFJ23;23
Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 5;München;70080087;DRESDEFFJ24;23
Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 6;München;70080088;DRESDEFFJ25;23
Commerzbank vormals Dresdner Bank ITGK;München;70089470;DRESDEFFI23;23
Commerzbank vormals Dresdner Bank ITGK;München;70089472;DRESDEFFI45;23
Hausbank München;München;70090100;GENODEF1M04;31
Hausbank München;München;70090124;GENODEF1MU4;0
Sparda-Bank München;München;70090500;GENODEF1S04;30
Volksbank Raiffeisenbank Dachau;Dachau;70091500;GENODEF1DCA;31
Volksbank Raiffeisenbank Dachau (Gf GAA);Dachau;70091510;GENODEF1DCA;0
VR-Bank Landsberg-Ammersee;Landsberg am Lech;70091600;GENODEF1DSS;31
Volksbank Raiffeisenbank Starnberg-Herrsching-Landsberg;Starnberg;70093200;GENODEF1STH;31
VR-Bank Ismaning Hallbergmoos Neufahrn;Ismaning;70093400;GENODEF1ISV;31
Postbank Ndl der Deutsche Bank;München;70110088;PBNKDEFFXXX;1
Münchener Hypothekenbank;München;70110500;MHYPDEMMXXX;0
State Street Bank International;München;70120100;SBOSDEMXXXX;0
BNP Paribas Niederlassung Deutschland;Nürnberg;70120400;DABBDEMMXXX;69
CACEIS Bank Deutschland;München;70120500;FMBKDEMMXXX;0
Airbus Bank;München;70120600;AGBMDEMMXXX;56
Oberbank Ndl Deutschland;München;70120700;OBKLDEMXXXX;47
MERKUR PRIVATBANK;München;70130800;GENODEF1M06;31
Santander Consumer Bank;München;70133300;SCFBDE33XXX;0
Stadtsparkasse München;München;70150000;SSKMDEMMXXX;8
DZ BANK;München;70160000;GENODEFF701;0
Volksbank Raiffeisenbank Fürstenfeldbruck;Fürstenfeldbruck;70163370;GENODEF1FFB;31
VR Bank München Land;Deisenhofen;70166486;GENODEF1OHC;31
Raiffeisenbank Griesstätt-Halfing;Halfing;70169132;GENODEF1HFG;31
Raiffeisenbank Chiemgau-Nord - Obing;Obing;70169165;GENODEF1SBC;31
Raiffeisenbank Pfaffenhofen a.d.Glonn eG;Odelzhausen;70169186;GENODEF1ODZ;31
Raiffeisenbank Tattenhausen-Großkarolinenfeld eG;Großkarolinenfeld;70169190;GENODEF1GKT;31
Raiffeisenbank Rupertiwinkel;Teisendorf;70169191;GENODEF1TEI;31
Alxing-Brucker Genossenschaftsbank;Bruck;70169310;GENODEF1ALX;31
Raiffeisenbank Beuerberg-Eurasburg;Eurasburg;70169333;GENODEF1EUR;31
Raiffeisenbank Lechrain;Fuchstal;70169351;GENODEF1ELB;31
Raiffeisenbank Erding;Erding;70169356;GENODEF1EDR;31
Raiffeisenbank;Gilching;70169382;GENODEF1GIL;31
Raiffeisenbank Gmund am Tegernsee;Gmund a. Tegernsee;70169383;GENODEF1GMU;31
Raiffeisenbank Haag-Gars-Maitenbeth;Haag i.OB;70169388;GENODEF1HMA;31
Raiffeisenbank Holzkirchen-Otterfing;Holzkirchen;70169410;GENODEF1HZO;31
Raiffeisenbank Singoldtal;Hurlach;70169413;GENODEF1HUA;31
Raiffeisen-Volksbank Ebersberg;Grafing b. München;70169450;GENODEF1ASG;31
Raiffeisenbank;Mittenwald;70169459;GENODEF1MTW;31
Raiffeisenbank Westkreis FFB eG;Moorenweis;70169460;GENODEF1MOO;31
Genossenschaftsbank München;München;70169464;GENODEF1M07;31
Raiffeisenbank München-Nord;Unterschleißheim;70169465;GENODEF1M08;31
Raiffeisenbank München-Süd;München;70169466;GENODEF1M03;31
Raiffeisenbank München-Süd Gf GA;München;70169470;GENODEF1GAA;0
Raiffeisenbank Pfaffenwinkel;Peiting;70169509;GENODEF1PEI;31
Raiffeisenbank Raisting;Raisting;70169521;GENODEF1RIG;31
Bankhaus RSA;Rechtmehring;70169524;GENODEF1RME;31
Raiffeisenbank Neumarkt-St. Veit - Reischach;Reischach;70169530;GENODEF1RWZ;31
Raiffeisenbank Isar-Loisachtal;Wolfratshausen;70169543;GENODEF1HHS;31
Raiffeisenbank Steingaden;Steingaden;70169558;GENODEF1SGA;31
VR-Bank Taufkirchen-Dorfen;Taufkirchen (Vils);70169566;GENODEF1TAV;31
Raiffeisenbank Taufkirchen-Oberneukirchen;Oberneukirchen;70169568;GENODEF1TAE;31
Raiffeisenbank;Türkheim;70169575;GENODEF1TRH;31
Raiffeisen-Volksbank Tüßling-Unterneukirchen;Tüßling;70169576;GENODEF1TUS;31
Raiffeisenbank im Oberland;Bad Tölz;70169598;GENODEF1MIB;31
VR-Bank Erding;Erding;70169605;GENODEF1ISE;31
Freisinger Bank Volksbank-Raiffeisenbank;Freising;70169614;GENODEF1FSR;31
Raiffeisenbank Hallertau;Rudelzhausen;70169693;GENODEF1RHT;31
Münchner Bank;München;70190000;GENODEF1M01;31
Münchner Bank;München;70190010;GENODEF1M1Y;0
LfA Förderbank Bayern;München;70220000;LFFBDEMMXXX;0
BHF-BANK;München;70220200;BHFBDEFF700;47
BMW Bank;München;70220300;BMWBDEMUXXX;0
Wüstenrot Bausparkasse;München;70220900;DRESDEFFBFC;0
Isbank Fil München;München;70230600;ISBKDEFXMUN;47
Kreissparkasse München Starnberg Ebersberg;München;70250150;BYLADEM1KMS;8
UniCredit Bank - HypoVereinsbank;Garmisch-Partenkirchen;70320090;HYVEDEMM654;0
UniCredit Bank - HypoVereinsbank;Weilheim i. OB;70321194;HYVEDEMM466;0
UniCredit Bank - HypoVereinsbank;Murnau a. Staffelsee;70322192;HYVEDEMM664;0
Sparkasse Oberland;Weilheim i. OB;70351030;BYLADEM1WHM;8
Raiffeisenbank Wallgau-Krün;Wallgau;70362595;GENODEF1WAK;31
Commerzbank vormals Dresdner Bank;Garmisch-Partenkirchen;70380006;DRESDEFF703;23
VR-Bank Werdenfels;Garmisch-Partenkirchen;70390000;GENODEF1GAP;31
VR-Bank Werdenfels;Garmisch-Partenkirchen;70390010;GENODEF1GAP;0
UniCredit Bank - HypoVereinsbank;Bad Reichenhall;71020072;HYVEDEMM410;0
UniCredit Bank - HypoVereinsbank;Neuötting;71021270;HYVEDEMM629;0
UniCredit Bank - HypoVereinsbank;Traunstein;71022182;HYVEDEMM453;0
UniCredit Bank - HypoVereinsbank;Burghausen;71023173;HYVEDEMM632;0
Sparkasse Berchtesgadener Land;Bad Reichenhall;71050000;BYLADEM1BGL;8
Kreissparkasse Traunstein-Trostberg;Traunstein;71052050;BYLADEM1TST;8
Raiffeisenbank;Anger;71062802;GENODEF1AGE;31
Volksbank Raiffeisenbank Oberbayern Südost;Bad Reichenhall;71090000;GENODEF1BGL;31
UniCredit Bank - HypoVereinsbank;Rosenheim;71120077;HYVEDEMM448;0
UniCredit Bank - HypoVereinsbank;Rottach-Egern;71120078;HYVEDEMM644;0
UniCredit Bank - HypoVereinsbank;Mühldorf a. Inn;71121176;HYVEDEMM438;0
UniCredit Bank - HypoVereinsbank;Waldkraiburg;71122183;HYVEDEMM457;0
Commerzbank Rosenheim;Rosenheim;71140041;COBADEFFXXX;23
Commerzbank;Mühldorf a. Inn;71141041;COBADEFFXXX;23
Commerzbank;Waldkraiburg;71142041;COBADEFFXXX;23
Sparkasse Rosenheim-Bad Aibling;Rosenheim;71150000;BYLADEM1ROS;8
Sparkasse Altötting-Mühldorf;Mühldorf a. Inn;71151020;BYLADEM1MDF;8
Kreissparkasse Miesbach-Tegernsee;Miesbach;71152570;BYLADEM1MIB;8
Kreis- und Stadtsparkasse Wasserburg;Wasserburg a. Inn;71152680;BYLADEM1WSB;8
meine Volksbank Raiffeisenbank;Rosenheim;71160000;GENODEF1VRR;31
Raiffeisenbank Oberaudorf;Oberaudorf;71162355;GENODEF1OBD;31
Raiffeisenbank Aschau-Samerberg;Aschau i. Chiemgau;71162804;GENODEF1ASU;31
Commerzbank vormals Dresdner Bank;Rosenheim;71180005;DRESDEFF711;23
Bundesbank;Augsburg;72000000;MARKDEF1720;0
SEB;Augsburg;72010111;ESSEDE5F720;0
Bank für Tirol und Vorarlberg Deutschland;München;72012300;BTVADE61XXX;56
UniCredit Bank - HypoVereinsbank;Augsburg;72020070;HYVEDEMM408;0
UniCredit Bank - HypoVereinsbank;Aichach;72021271;HYVEDEMM236;0
UniCredit Bank - HypoVereinsbank;Günzburg;72021876;HYVEDEMM259;0
Fürst Fugger Privatbank;Augsburg;72030014;FUBKDE71XXX;31
Bankhaus Anton Hafner;Augsburg;72030227;ANHODE77XXX;31
Bankhaus Anton Hafner (Gf PayCenter);Augsburg;72030260;ANHODE7AXXX;0
Commerzbank;Augsburg;72040046;COBADEFFXXX;23
Stadtsparkasse Augsburg;Augsburg;72050000;AUGSDE77XXX;8
Sparkasse Aichach-Schrobenhausen;Aichach;72051210;BYLADEM1AIC;8
Sparkasse Günzburg-Krumbach;Günzburg;72051840;BYLADEM1GZK;8
VR-Bank Handels- und Gewerbebank;Gersthofen;72062152;GENODEF1MTG;31
Raiffeisenbank;Aindling;72069005;GENODEF1AIL;31
Raiffeisenbank Bissingen;Bissingen;72069034;GENODEF1BSI;31
Raiffeisenbank Bobingen;Bobingen;72069036;GENODEF1BOI;31
VR-Bank Donau-Mindel;Dillingen a.d.Donau;72069043;GENODEF1GZ2;31
Raiffeisenbank;Hiltenfingen;72069105;GENODEF1HTF;31
Raiffeisenbank Aschberg;Holzheim;72069113;GENODEF1HZH;31
Raiffeisenbank Ichenhausen;Ichenhausen;72069119;GENODEF1ICH;31
Raiffeisenbank Mittelschwaben;Roggenburg;72069126;GENODEF1BBT;31
Raiffeisenbank Wittelsbacher Land;Mering;72069155;GENODEF1MRI;31
Raiffeisenbank Unteres Zusamtal;Buttenwiesen;72069179;GENODEF1BWI;31
Raiffeisenbank;Rehling;72069193;GENODEF1RLI;31
Raiffeisenbank Schwabmünchen-Stauden;Schwabmünchen;72069220;GENODEF1SMU;31
Raiffeisenbank;Thannhausen;72069235;GENODEF1THS;31
Raiffeisenbank Augsburger Land West;Zusmarshausen;72069274;GENODEF1ZUS;31
Raiffeisen-Volksbank Wemding;Wemding;72069308;GENODEF1WDN;31
Raiffeisen-Volksbank Ries;Nördlingen;72069329;GENODEF1NOE;31
Raiffeisenbank Schwaben Mitte;Krumbach (Schwaben);72069736;GENODEF1BLT;31
Raiffeisenbank Pfaffenhausen;Pfaffenhausen;72069789;GENODEF1PFA;31
Deutsche Bank;Augsburg;72070001;DEUTDEMM720;19
Deutsche Bank;Augsburg;72070024;DEUTDEDB720;19
Postbank/DSL Ndl der Deutsche Bank;Augsburg;72070324;DEUTDEDBP19;1
Postbank/DSL Ndl der Deutsche Bank;Augsburg;72070365;DEUTDEMMP19;1
Commerzbank vormals Dresdner Bank;Augsburg;72080001;DRESDEFF720;23
VR Bank Augsburg-Ostallgäu;Augsburg;72090000;GENODEF1AUB;31
Sparda-Bank Augsburg;Augsburg;72090500;GENODEF1S03;30
PSD Bank München;Augsburg;72090900;GENODEF1P14;31
UniCredit Bank - HypoVereinsbank;Ingolstadt;72120078;HYVEDEMM426;0
UniCredit Bank - HypoVereinsbank;Neuburg a.d.Donau;72122181;HYVEDEMM665;0
Commerzbank;Ingolstadt;72140052;COBADEFFXXX;23
Sparkasse Ingolstadt Eichstätt;Ingolstadt;72150000;BYLADEM1ING;8
Sparkasse Pfaffenhofen;Pfaffenhofen a.d.Ilm;72151650;BYLADEM1PAF;8
Sparkasse Neuburg-Rain;Neuburg a.d.Donau;72152070;BYLADEM1NEB;8
Volksbank Raiffeisenbank Bayern Mitte;Ingolstadt;72160818;GENODEF1INP;31
Raiffeisenbank Aresing-Gerolsbach;Gerolsbach;72169080;GENODEF1GSB;31
Schrobenhausener Bank;Schrobenhausen;72169218;GENODEF1SBN;31
Raiffeisenbank Schrobenhausener Land;Langenmosen;72169246;GENODEF1WFN;31
Raiffeisenbank Ehekirchen-Oberhausen;Ehekirchen;72169745;GENODEF1WDF;31
VR Bank Neuburg-Rain;Neuburg a.d.Donau;72169756;GENODEF1ND2;31
Raiffeisenbank im Donautal;Gaimersheim;72169812;GENODEF1GAH;31
Deutsche Bank;Ingolstadt;72170007;DEUTDEMM721;19
Deutsche Bank;Ingolstadt;72170024;DEUTDEDB721;19
Postbank/DSL Ndl der Deutsche Bank;Ingolstadt;72170324;DEUTDEDBP17;1
Postbank/DSL Ndl der Deutsche Bank;Ingolstadt;72170363;DEUTDEMMP17;1
Commerzbank vormals Dresdner Bank;Ingolstadt;72180002;DRESDEFF721;23
UniCredit Bank - HypoVereinsbank;Donauwörth;72220074;HYVEDEMM255;0
UniCredit Bank - HypoVereinsbank;Nördlingen;72223182;HYVEDEMM263;0
Sparkasse Donauwörth;Donauwörth;72250160;BYLADEM1DON;8
Sparkasse Dillingen-Nördlingen;Dillingen a.d.Donau;72251520;BYLADEM1DLG;8
Raiffeisen-Volksbank Donauwörth;Donauwörth;72290100;GENODEF1DON;31
Sparkasse Neu-Ulm-Illertissen;Neu-Ulm;73050000;BYLADEM1NUL;8
VR-Bank Neu-Ulm;Neu-Ulm;73061191;GENODEF1NU1;31
UniCredit Bank - HypoVereinsbank;Memmingen;73120075;HYVEDEMM436;0
Commerzbank Memmingen;Memmingen;73140046;COBADEFFXXX;23
Sparkasse Schwaben-Bodensee;Memmingen;73150000;BYLADEM1MLM;8
Genossenschaftsbank Unterallgäu;Mindelheim;73160000;GENODEF1MIR;31
Commerzbank vormals Dresdner Bank;Memmingen;73180011;DRESDEFF731;23
VR-Bank Memmingen;Memmingen;73190000;GENODEF1MM1;31
Hypo Vorarlberg Bank;Riezlern;73311600;;0
UniCredit Bank - HypoVereinsbank;Kempten (Allgäu);73320073;HYVEDEMM428;0
UniCredit Bank - HypoVereinsbank;Oberstdorf;73321177;HYVEDEMM567;0
UniCredit Bank - HypoVereinsbank;Sonthofen;73322380;HYVEDEMM570;0
Gabler-Saliter Bankgeschäft;Obergünzburg;73331700;GABLDE71XXX;31
Commerzbank Kempten Allgäu;Kempten (Allgäu);73340046;COBADEFFXXX;23
Sparkasse Allgäu;Kempten (Allgäu);73350000;BYLADEM1ALG;8
Raiffeisenbank im Allgäuer Land;Dietmannsried;73369264;GENODEF1DTA;31
BodenseeBank;Lindau (Bodensee);73369821;GENODEF1LBB;31
Raiffeisenbank Westallgäu;Gestratz;73369823;GENODEF1WWA;31
Volksbank;Lindenberg i. Allgäu;73369826;GENODEF1LIA;31
Raiffeisenbank Aitrang-Ruderatshofen;Aitrang;73369851;GENODEF1AIT;31
Raiffeisenbank Bidingen;Bidingen;73369859;GENODEF1BIN;31
Raiffeisenbank Baisweil-Eggenthal-Friesenried;Eggenthal;73369871;GENODEF1EGB;31
Raiffeisenbank Kirchweihtal;Pforzen;73369918;GENODEF1OKI;31
Raiffeisenbank Kempten-Oberallgäu eG;Sonthofen;73369920;GENODEF1SFO;31
Raiffeisenbank Südliches Ostallgäu;Seeg;73369933;GENODEF1RHP;31
Raiffeisenbank Wald-Görisried;Wald;73369954;GENODEF1WGO;31
Deutsche Bank;Kempten (Allgäu);73370008;DEUTDEMM733;19
Deutsche Bank;Kempten (Allgäu);73370024;DEUTDEDB733;19
Commerzbank vormals Dresdner Bank;Kempten (Allgäu);73380004;DRESDEFF733;23
Allgäuer Volksbank Kempten-Sonthofen;Kempten (Allgäu);73390000;GENODEF1KEV;31
Volksbank Immenstadt;Immenstadt i. Allgäu;73392000;GENODEF1IMV;31
UniCredit Bank - HypoVereinsbank;Kaufbeuren;73420071;HYVEDEMM427;0
UniCredit Bank - HypoVereinsbank;Schongau;73421478;HYVEDEMM666;0
Commerzbank;Kaufbeuren;73440048;COBADEFFXXX;23
Kreis- und Stadtsparkasse Kaufbeuren;Kaufbeuren;73450000;BYLADEM1KFB;8
VR Bank Augsburg-Ostallgäu;Kaufbeuren;73460046;GENODEF1KFB;31
Commerzbank vormals Dresdner Bank;Kaufbeuren;73480013;DRESDEFF734;23
UniCredit Bank - HypoVereinsbank;Passau;74020074;HYVEDEMM445;0
Raiffeisenlandesbank Oberösterreich;München;74020100;RZOODE77XXX;47
Raiffeisenlandesbank OÖ Zndl Südde - für interne Zwecke;München;74020150;RZOODE77050;0
Commerzbank Passau;Passau;74040082;COBADEFFXXX;23
Sparkasse Passau;Passau;74050000;BYLADEM1PAS;8
Sparkasse Freyung-Grafenau;Freyung;74051230;BYLADEM1FRG;8
Raiffeisenbank Am Goldenen Steig;Röhrnbach;74061101;GENODEF1RGS;31
Raiffeisenbank Unteres Inntal;Neuhaus a.Inn;74061564;GENODEF1NUI;31
Raiffeisenbank Ortenburg-Kirchberg;Ortenburg;74061670;GENODEF1ORT;31
VR-Bank Rottal-Inn;Pfarrkirchen;74061813;GENODEF1PFK;31
VR-Bank Rottal-Inn Gf GAA;Pfarrkirchen;74061814;GENODEF1PFK;0
Volksbank - Raiffeisenbank Vilshofen;Vilshofen an der Donau;74062490;GENODEF1VIR;31
Raiffeisenbank i. Lkrs. Passau-Nord eG;Tiefenbach;74062786;GENODEF1TIE;31
Raiffeisenbank;Wegscheid;74064593;GENODEF1WSD;31
Raiffeisenbank im südl. Bayerischen Wald eG;Hauzenberg;74066749;GENODEF1HZN;31
Rottaler Raiffeisenbank;Pocking;74067000;GENODEF1POC;31
Raiffeisenbank;Grainet;74069744;GENODEF1GRT;31
Raiffeisenbank Kirchberg v. Wald;Tiefenbach;74069758;GENODEF1TKI;31
Raiffeisenbank am Dreisessel;Neureichenau;74069768;GENODEF1NHD;31
VR-Bank Passau;Passau;74090000;GENODEF1PA1;31
UniCredit Bank - HypoVereinsbank;Deggendorf;74120071;HYVEDEMM415;0
TEBA Kreditbank;Landau a.d.Isar;74131000;TEKRDE71XXX;0
Commerzbank;Deggendorf;74140048;COBADEFFXXX;23
Sparkasse Deggendorf;Deggendorf;74150000;BYLADEM1DEG;8
Sparkasse Regen-Viechtach;Regen;74151450;BYLADEM1REG;8
Raiffeisenbank Deggendorf-Plattling-Sonnenwald;Deggendorf;74160025;GENODEF1DEG;31
Raiffeisenbank Hengersberg-Schöllnach;Hengersberg;74161608;GENODEF1HBW;31
Commerzbank vormals Dresdner Bank;Deggendorf;74180009;DRESDEFF741;23
VR GenoBank DonauWald;Viechtach;74190000;GENODEF1DGV;31
VR-Bank Landau-Mengkofen;Landau a.d.Isar;74191000;GENODEF1LND;31
UniCredit Bank - HypoVereinsbank;Straubing;74220075;HYVEDEMM452;0
UniCredit Bank - HypoVereinsbank;Cham;74221170;HYVEDEMM675;0
Commerzbank Straubing;Straubing;74240062;COBADEFFXXX;23
Sparkasse Niederbayern-Mitte;Straubing;74250000;BYLADEM1SRG;8
Sparkasse im Landkreis Cham;Cham;74251020;BYLADEM1CHM;8
Raiffeisenbank Straubing;Straubing;74260110;GENODEF1SR2;31
Raiffeisenbank Chamer Land;Cham;74261024;GENODEF1CHA;31
