NAME;LOCATION;BLZ;bic;RPDHBCIPT
Commerzbank vormals Dresdner Bank Gf ZW 57;Dortmund;44080057;DRESDEFF447;23
Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 2;Dortmund;44080085;DRESDEFFI69;23
Commerzbank vormals Dresdner Bank ITGK;Dortmund;44089320;DRESDEFFI18;23
Sparkasse an der Lippe;Lünen;44152370;WELADED1LUN;8
Dortmunder Volksbank;Dortmund;44160014;GENODEM1DOR;56
Commerzbank;Unna;44340037;COBADEFFXXX;23
Sparkasse UnnaKamen;Unna;44350060;WELADED1UNN;8
Commerzbank;Iserlohn;44540022;COBADEFFXXX;23
Sparkasse der Stadt Iserlohn;Iserlohn;44550045;WELADED1ISL;8
Sparkasse Märkisches Sauerland Hemer-Menden;Hemer;44551210;WELADED1HEM;8
Deutsche Bank;Iserlohn;44570004;DEUTDEDW445;19
Deutsche Bank;Iserlohn;44570024;DEUTDEDB445;19
Commerzbank vormals Dresdner Bank;Iserlohn;44580070;DRESDEFF445;23
Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1;Iserlohn;44580085;DRESDEFFI70;23
Mendener Bank;Menden (Sauerland);44761312;GENODEM1MEN;56
Volksbank in Südwestfalen;Siegen;44761534;GENODEM1NRD;56
Bundesbank eh Hagen;Hagen;45000000;MARKDEF1450;0
Commerzbank;Hagen;45040042;COBADEFFXXX;23
Sparkasse an Volme und Ruhr;Hagen;45050001;WELADE3HXXX;8
Märkische Bank;Hagen;45060009;GENODEM1HGN;56
Volksbank Hohenlimburg;Hagen;45061524;GENODEM1HLH;56
Deutsche Bank;Hagen;45070002;DEUTDEDW450;19
Deutsche Bank;Hagen;45070024;DEUTDEDB450;19
Commerzbank vormals Dresdner Bank;Hagen;45080060;DRESDEFF450;23
Commerzbank;Witten;45240056;COBADEFFXXX;23
Sparkasse Witten;Witten;45250035;WELADED1WTN;8
Spar- u Kreditbank d Bundes Fr ev Gemeinden;Witten;45260475;GENODEM1BFG;56
Volksbank Sprockhövel;Sprockhövel;45261547;GENODEM1SPO;56
Sparkasse an Ennepe und Ruhr;Gevelsberg;45450050;WELADED1GEV;8
Sparkasse Schwelm-Sprockhövel;Schwelm;45451555;WELADED1SLM;8
Commerzbank;Lüdenscheid;45840026;COBADEFFXXX;23
Commerzbank;Plettenberg;45841031;COBADEFFXXX;23
Sparkasse Lüdenscheid (veraltet);Lüdenscheid;45850005;WELADED1LSD;8
Vereinigte Sparkasse im Märkischen Kreis;Plettenberg;45851020;WELADED1PLB;8
Sparkasse Kierspe-Meinerzhagen;Meinerzhagen;45851665;WELADED1KMZ;8
Volksbank Kierspe;Kierspe;45861434;GENODEM1KIE;56
SEB;Siegen;46010111;ESSEDE5F460;0
Commerzbank;Siegen;46040033;COBADEFFXXX;23
Sparkasse Siegen;Siegen;46050001;WELADED1SIE;8
Sparkasse Burbach-Neunkirchen;Burbach;46051240;WELADED1BUB;8
Sparkasse Wittgenstein;Bad Berleburg;46053480;WELADED1BEB;8
VR-Bank Freudenberg-Niederfischbach;Freudenberg;46061724;GENODEM1FRF;56
Volksbank Sauerland;Schmallenberg;46062817;GENODEM1SMA;56
Volksbank Wittgenstein;Bad Berleburg;46063405;GENODEM1BB1;56
Deutsche Bank;Siegen;46070024;DEUTDEDB460;19
Deutsche Bank;Siegen;46070090;DEUTDEDK460;19
Commerzbank vormals Dresdner Bank;Siegen;46080010;DRESDEFF460;23
Commerzbank;Olpe;46240016;COBADEFFXXX;23
Sparkasse Olpe-Drolshagen-Wenden;Olpe;46250049;WELADED1OPE;8
Sparkasse Attendorn-Lennestadt-Kirchhundem;Attendorn;46251630;WELADED1ALK;8
Volksbank Grevenbrück -alt;Lennestadt;46261607;GENODEM1GLG;56
Volksbank Olpe-Wenden-Drolshagen;Olpe;46261822;GENODEM1WDD;56
Commerzbank;Meschede;46441003;COBADEFFXXX;23
Sparkasse Mitten im Sauerland;Meschede;46451012;WELADED1MES;8
Commerzbank;Arnsberg;46640018;COBADEFFXXX;23
Sparkasse Arnsberg-Sundern;Arnsberg;46650005;WELADED1ARN;8
Deutsche Bank;Arnsberg;46670007;DEUTDEDW466;19
Deutsche Bank;Arnsberg;46670024;DEUTDEDB961;19
Postbank/DSL Ndl der Deutsche Bank;Arnsberg;46670204;DEUTDEDWP03;1
Postbank/DSL Ndl der Deutsche Bank;Arnsberg;46670224;DEUTDEDBP03;1
Bundesbank Dortmund;Dortmund;47000000;MARKDEF1470;0
Commerzbank;Paderborn;47240047;COBADEFFXXX;23
Sparkasse Höxter;Brakel;47251550;WELADED1HXB;8
Stadtsparkasse Delbrück;Delbrück;47251740;WELADED1DEL;8
VerbundVolksbank OWL;Paderborn;47260121;DGPBDE3MXXX;56
Volksbank Elsen-Wewer-Borchen;Paderborn;47260234;GENODEM1EWB;56
Bank für Kirche und Caritas;Paderborn;47260307;GENODEM1BKC;56
Volksbank Brilon-Büren-Salzkotten;Salzkotten;47261603;GENODEM1BUS;56
Volksbank Westenholz;Delbrück;47262626;GENODEM1WDE;56
Volksbank Delbrück-Hövelhof;Delbrück;47262703;GENODEM1DLB;56
Vereinigte Volksbank;Brakel;47264367;GENODEM1STM;56
Deutsche Bank;Paderborn;47270024;DEUTDEDB472;19
Deutsche Bank;Paderborn;47270029;DEUTDE3B472;19
Commerzbank;Detmold;47640051;COBADEFFXXX;23
Sparkasse Paderborn-Detmold;Detmold;47650130;WELADE3LXXX;8
Deutsche Bank;Detmold;47670023;DEUTDE3B476;19
Deutsche Bank;Detmold;47670024;DEUTDEDB476;19
Postbank/DSL Ndl der Deutsche Bank;Detmold;47670205;DEUTDE3BP04;1
Postbank/DSL Ndl der Deutsche Bank;Detmold;47670224;DEUTDEDBP04;1
Volksbank Ostlippe;Blomberg;47691200;GENODEM1OLB;56
Commerzbank;Gütersloh;47840065;COBADEFFXXX;23
Commerzbank Zw 80;Gütersloh;47840080;COBADEFFXXX;23
Sparkasse Gütersloh-Rietberg-Versmold;Gütersloh;47850065;WELADED1GTL;8
Kreissparkasse Wiedenbrück;Rheda-Wiedenbrück;47853520;WELADED1WDB;8
Volksbank Bielefeld-Gütersloh;Gütersloh;47860125;GENODEM1GTL;56
Volksbank Rietberg;Rietberg;47862447;GENODEM1RNE;56
Volksbank Versmold;Versmold;47863373;GENODEM1VMD;56
Commerzbank vormals Dresdner Bank;Gütersloh;47880031;DRESDEFF478;23
Bundesbank;Bielefeld;48000000;MARKDEF1480;0
SEB;Bielefeld;48010111;ESSEDE5F480;0
UniCredit Bank - HypoVereinsbank;Bielefeld;48020086;HYVEDEMM344;0
Hauck Aufhäuser Lampe Privatbank;Frankfurt am Main;48020151;LAMPDEDD;47
Bankverein Werther Zw Ndl der VerbundVolksbank OWL;Werther (Westf.);48021900;DGPBDE3MBVW;56
Commerzbank;Bielefeld;48040035;COBADEFFXXX;23
Commerzbank CC;Bielefeld;48040060;COBADEFFXXX;23
Commerzbank CC;Bielefeld;48040061;COBADEFFXXX;23
Sparkasse Bielefeld;Bielefeld;48050161;SPBIDE3BXXX;8
Kreissparkasse Halle (Westf.);Halle (Westf.);48051580;WELADED1HAW;8
Volksbank Halle/Westf. eG;Halle (Westf.);48062051;GENODEM1HLW;56
Deutsche Bank;Bielefeld;48070020;DEUTDE3BXXX;19
Deutsche Bank;Bielefeld;48070024;DEUTDEDBBIE;19
Deutsche Bank;Gütersloh;48070040;DEUTDE3B480;19
Deutsche Bank;Harsewinkel;48070042;DEUTDE3B484;19
Deutsche Bank;Verl;48070043;DEUTDE3B489;19
Deutsche Bank;Rheda-Wiedenbrück;48070044;DEUTDE3B487;19
Deutsche Bank;Beckum;48070045;DEUTDE3B413;19
Deutsche Bank;Herford;48070050;DEUTDE3B481;19
Deutsche Bank;Bünde;48070052;DEUTDE3B492;19
Commerzbank vormals Dresdner Bank;Bielefeld;48080020;DRESDEFF480;23
Commerzbank vormals Dresdner Bank ITGK;Bielefeld;48089350;DRESDEFFI19;23
Sparkasse Lemgo;Lemgo;48250110;WELADED1LEM;8
Volksbank Bad Salzuflen;Bad Salzuflen;48291490;GENODEM1BSU;56
Commerzbank;Minden;49040043;COBADEFFXXX;23
Sparkasse Minden-Lübbecke;Minden;49050101;WELADED1MIN;8
Stadtsparkasse Rahden;Rahden;49051065;WELADED1RHD;8
Sparkasse Bad Oeynhausen - Porta Westfalica;Bad Oeynhausen;49051285;WELADED1OEH;8
Deutsche Bank;Minden;49070024;DEUTDEDB490;19
Deutsche Bank;Minden;49070028;DEUTDE3B490;19
Commerzbank vormals Dresdner Bank;Minden;49080025;DRESDEFF491;23
Volksbank Lübbecker Land;Lübbecke;49092650;GENODEM1LUB;56
Commerzbank;Bünde;49240096;COBADEFFXXX;23
Volksbank Schnathorst;Hüllhorst;49262364;GENODEM1SNA;56
Commerzbank;Herford;49440043;COBADEFFXXX;23
Sparkasse Herford;Herford;49450120;WLAHDE44XXX;8
Volksbank Herford-Mindener Land;Herford;49490070;GENODEM1HFV;56
Bundesbank;Frankfurt am Main;50000000;MARKDEF1500;0
Postbank Ndl der Deutsche Bank;Frankfurt am Main;50010060;PBNKDEFFXXX;1
AKBANK;Eschborn;50010200;AKBKDEFFXXX;47
First Commercial Bank, Frankfurt Branch;Frankfurt am Main;50010300;FCBKDEFFXXX;0
Aareal Bank ehem. Filiale Frankfurt;Wiesbaden;50010424;AARBDE5W500;0
ING-DiBa;Frankfurt am Main;50010517;INGDDEFFXXX;79
Degussa Bank;Frankfurt am Main;50010700;DEGUDEFFXXX;73
Bank of America Europe, Frankfurt Branch;Frankfurt am Main;50010900;BOFADEFXXXX;0
Bank of America Europe, Frankfurt Branch;Frankfurt am Main;50010910;BOFADEFXVAM;0
ALTE LEIPZIGER Bauspar;Oberursel (Taunus);50012800;ALTEDEFAXXX;0
J&T BANKA, Zweigniederlassung Deutschland;Frankfurt am Main;50015001;JTBPDEFFXXX;31
Western Union Intl. Bank Niederlassung Deutschland;Frankfurt am Main;50016600;WUIDDEF1XXX;0
SÜDWESTBANK - BAWAG Niederlassung Deutschland;Stuttgart;50020000;SEZDDEF1XXX;56
ODDO BHF;Frankfurt am Main;50020200;BHFBDEFF500;47
KfW Kreditanstalt für Wiederaufbau Frankfurt;Frankfurt am Main;50020400;KFWIDEFFXXX;0
Landwirtschaftliche Rentenbank;Frankfurt am Main;50020500;LAREDEFFXXX;0
Credit Europe Bank Ndl. Deutschland;Frankfurt am Main;50020700;FBHLDEFFXXX;0
Intesa Sanpaolo Frankfurt;Frankfurt am Main;50020800;BCITDEFFXXX;0
ING Bank;Frankfurt am Main;50021000;INGBDEFFXXX;0
FIL Fondsbank;Frankfurt am Main;50021100;FFBKDEFFKRN;0
FIL Fondsbank;Kronberg im Taunus;50021120;FFBKDEFFTHK;0
Hyundai Capital Bank Europe;Frankfurt am Main;50022200;HCSEDEF1XXX;0
C24 Bank;Frankfurt am Main;50024024;DEFFDEFFXXX;0
Opel Bank, Niederlassung Deutschland;Rüsselsheim am Main;50025000;GMGGDE51XXX;178
PSA Bank Deutschland;Neu-Isenburg;50030000;PSADDEF1XXX;0
PSA Bank Deutschland;Neu-Isenburg;50030010;BPNDDE52XXX;31
BNP Paribas Niederlassung Deutschland;Frankfurt am Main;50030500;PARBDEFFXXX;0
Deutsche WertpapierService Bank;Frankfurt am Main;50030600;DWPBDEFFXXX;0
DenizBank (Wien) Zw Frankfurt;Frankfurt am Main;50030700;ESBKDEFFXXX;0
Triodos Bank N. V. Niederlassung Deutschland;Frankfurt am Main;50031000;TRODDEF1XXX;31
Santander Consumer Bank;Frankfurt am Main;50033300;SCFBDE33XXX;0
Agricultural Bank of China, Frankfurt Branch;Frankfurt am Main;50038800;ABOCDEFFXXX;0
Commerzbank;Frankfurt am Main;50040000;COBADEFFXXX;23
Commerzbank, Filiale Frankfurt 2;Frankfurt am Main;50040005;COBADEFFXXX;23
Commerzbank (IPC PARIS);Frankfurt am Main;50040010;COBADEFFPAR;0
Commerzbank (IPC VIENNA);Frankfurt am Main;50040011;COBADEFFVIE;0
Commerzbank (IPC MILANO);Frankfurt am Main;50040012;COBADEFFMIL;0
Commerzbank (IPC AMSTERDAM);Frankfurt am Main;50040013;COBADEFFAMS;0
Commerzbank (IPC BRUSSEL);Frankfurt am Main;50040014;COBADEFFBRU;0
Commerzbank (IPC MADRID);Frankfurt am Main;50040015;COBADEFFMAD;0
Commerzbank (CLB New York) FFM;Frankfurt am Main;50040016;COBADEFFNYC;0
Commerzbank (CLB Singapore) Frankfurt;Frankfurt am Main;50040017;COBADEFFSGP;0
Commerzbank (CLB London);Frankfurt am Main;50040018;COBADEFFLDN;0
Commerzbank (CLB Zürich);Frankfurt am Main;50040019;COBADEFFZUR;0
Commerzbank (CLB Prag);Frankfurt am Main;50040020;COBADEFFPRA;0
Commerzbank (CLB Moskau);Frankfurt am Main;50040021;COBADEFFMOS;0
Commerzbank (CLB Hamburg);Frankfurt am Main;50040022;COBADEFFHBG;0
Commerzbank Gf BRS;Frankfurt am Main;50040033;COBADEFFXXX;23
Commerzbank, MBP;Frankfurt am Main;50040038;COBADEFFXXX;23
Commerzbank Gf ZRK;Frankfurt am Main;50040040;COBADEFFXXX;23
Commerzbank GF-F48;Frankfurt am Main;50040048;COBADEFFXXX;23
Commerzbank, CC SP;Frankfurt am Main;50040050;COBADEFFXXX;23
Commerzbank Center Dresdner Bank Frankfurt;Frankfurt am Main;50040051;COBADEFFXXX;23
Commerzbank Service - BZ Frankfurt;Frankfurt am Main;50040052;COBADEFFXXX;23
Commerzbank Gf 460;Frankfurt am Main;50040060;COBADEFFXXX;23
Commerzbank Gf 461;Frankfurt am Main;50040061;COBADEFFXXX;23
Commerzbank CC;Frankfurt am Main;50040062;COBADEFFXXX;23
Commerzbank CC;Frankfurt am Main;50040063;COBADEFFXXX;23
Commerzbank Gf ZCM;Frankfurt am Main;50040075;COBADEFFXXX;23
Commerzbank, GF Web-K CMTS2;Frankfurt am Main;50040084;COBADEFFXXX;23
Commerzbank, Gf Web-K;Frankfurt am Main;50040085;COBADEFFXXX;23
Commerzbank, GF Web-K CMTS;Frankfurt am Main;50040086;COBADEFFXXX;23
Commerzbank, Gf Web-K CMTS3;Frankfurt am Main;50040087;COBADEFFXXX;23
Commerzbank, INT 1;Frankfurt am Main;50040088;COBADEFFXXX;23
Commerzbank INT;Frankfurt am Main;50040099;COBADEFFXXX;23
Commerzbank Zw 425 - keine Auslandsbanken;Frankfurt am Main;50042500;COBADEFFXXX;23
Commerzbank Vermögensverwaltung;Frankfurt am Main;50044444;COBADEFFXXX;23
Commerzbank Service - BZ;Frankfurt am Main;50047010;COBADEFFXXX;23
Landesbank Hessen-Thür Girozentrale;Frankfurt am Main;50050000;HELADEFFXXX;0
Frankfurter Sparkasse;Frankfurt am Main;50050201;HELADEF1822;8
1822direkt - ein Unternehmen der Frankfurter Sparkasse;Frankfurt, Main;50050222;FRSDDEF1XXX;67
DekaBank Frankfurt;Frankfurt am Main;50050999;DGZFDEFFXXX;0
DZ Bank;Frankfurt am Main;50060000;GENODE55XXX;0
DZ BANK;Frankfurt am Main;50060400;GENODEFFXXX;0
DZ BANK GF DZH;Frankfurt am Main;50060412;GENODEF1VK1;0
DZ BANK GF ODA;Frankfurt am Main;50060413;GENODEF1VK2;0
DZ BANK für Bausparkasse Schwäbisch Hall;Frankfurt am Main;50060414;GENODEF1VK3;0
DZ BANK für Bausparkasse Schwäbisch Hall;Frankfurt am Main;50060415;GENODEF1VK4;0
DZ BANK GF TSG;Frankfurt am Main;50060416;GENODEF1VK6;0
DZ BANK GF BMT;Frankfurt am Main;50060417;GENODEF1VK7;0
DZ BANK GF BMT;Frankfurt am Main;50060418;GENODEF1VK8;0
DZ BANK GF VRF;Frankfurt am Main;50060419;GENODEF1VK9;0
DZ BANK GF BSH;Frankfurt am Main;50060420;GENODEF1V20;0
DZ BANK GF BSH;Frankfurt am Main;50060421;GENODEF1V21;0
DZ BANK GF GRX;Frankfurt am Main;50060422;GENODEF1V22;0
DZ BANK GF GRX;Frankfurt am Main;50060423;GENODEF1V23;0
DZ BANK GF DEV;Frankfurt am Main;50060424;GENODEF1V24;0
DZ BANK GF BSH;Frankfurt am Main;50060425;GENODEF1V25;0
DZ BANK, Deutsche Zentral-Genossenschaftsbank;Frankfurt am Main;50060474;GENODEFFBRO;31
Raiffeisenbank im Hochtaunus;Bad Homburg;50061741;GENODE51OBU;31
VR Bank Alzey-Land-Schwabenheim;Schwabenheim an der Selz;50069126;GENODE51ABO;31
Volksbank Grebenhain;Grebenhain;50069146;GENODE51GRC;31
Raiffeisenbank;Grävenwiesbach;50069345;GENODE51GWB;31
Hüttenberger Bank;Hüttenberg;50069455;GENODE51HUT;31
Raiffeisenbank Kirtorf;Kirtorf;50069477;GENODE51KIF;31
Raiffeisenbank Bad Homburg Ndl d FrankfurterVB;Bad Homburg;50069693;GENODE51BH1;31
Raiffeisen Volksbank;Schwabenheim an der Selz;50069842;GENODE51SWB;31
Volksbank Wißmar;Wettenberg;50069976;GENODE51WWI;31
Deutsche Bank;Frankfurt am Main;50070010;DEUTDEFFXXX;19
Deutsche Bank;Frankfurt am Main;50070011;DEUTDEFFSIP;0
Deutsche Bank;Frankfurt am Main;50070024;DEUTDEDBFRA;19
Deutsche Bank;Frankfurt am Main;50070050;DEUTDEFFXXX;19
Deutsche Bank;Frankfurt am Main;50070051;DEUTDEFFXXX;19
Deutsche Bank;Frankfurt am Main;50070052;DEUTDEFFXXX;19
Deutsche Bank;Frankfurt am Main;50070053;DEUTDEFFXXX;19
Deutsche Bank;Frankfurt am Main;50070054;DEUTDEFFXXX;19
Deutsche Bank;Frankfurt am Main;50070055;DEUTDEFFXXX;19
Deutsche Bank;Frankfurt am Main;50070056;DEUTDEFFXXX;19
Deutsche Bank;Frankfurt am Main;50070057;DEUTDEFFXXX;19
Deutsche Bank;Frankfurt am Main;50070058;DEUTDEFFXXX;19
Deutsche Bank;Frankfurt am Main;50070059;DEUTDEFFXXX;19
Deutsche Bank;Frankfurt am Main;50070060;DEUTDEFFXXX;19
Deutsche Bank;Frankfurt am Main;50070061;DEUTDEFFXXX;19
Deutsche Bank;Frankfurt am Main;50070062;DEUTDEFFXXX;19
Deutsche Bank;Frankfurt am Main;50070063;DEUTDEFFXXX;19
Deutsche Bank;Frankfurt am Main;50070064;DEUTDEFFXXX;19
Deutsche Bank;Frankfurt am Main;50070065;DEUTDEFFXXX;19
Postbank/DSL Ndl der Deutsche Bank;Bad Homburg;50070324;DEUTDEDBP25;1
Postbank/DSL Ndl der Deutsche Bank;Bad Homburg;50070371;DEUTDEFFS25;1
Deutsche Bank;Bad Soden am Taunus;50070435;DEUTDEDBEW1;19
Deutsche Bank;Bad Soden am Taunus;50070436;DEUTDEDBEW2;19
Deutsche Bank;Bad Soden am Taunus;50070437;DEUTDEDBEW3;19
Deutsche Bank;Bad Soden am Taunus;50070438;DEUTDEDBEW4;19
Deutsche Bank;Bad Soden am Taunus;50070439;DEUTDEDBEW5;19
Deutsche Bank;Rüsselsheim am Main;50073019;DEUTDEFF502;19
Deutsche Bank;Rüsselsheim am Main;50073024;DEUTDEDB502;19
Deutsche Bank Europe;Frankfurt am Main;50073081;DEUTDE5XXXX;0
Commerzbank vormals Dresdner Bank;Frankfurt am Main;50080000;DRESDEFFXXX;23
Commerzbank vormals Dresdner Bank Zw 15;Frankfurt am Main;50080015;DRESDEFFI39;23
Commerzbank vormals Dresdner Bank Zw 25;Frankfurt am Main;50080025;DRESDEFFXXX;23
Commerzbank vormals Dresdner Bank Zw 35;Frankfurt am Main;50080035;DRESDEFFI40;23
Commerzbank vormals Dresdner Bank Zw 55;Frankfurt am Main;50080055;DRESDEFF516;23
Commerzbank vormals Dresdner Bank Gf ZW 57;Frankfurt am Main;50080057;DRESDEFF522;23
Commerzbank vormals Dresdner Bank Gf DrKW;Frankfurt am Main;50080060;DRESDEFFXXX;23
Commerzbank vormals Dresdner Bank Gf DrKWSL;Frankfurt am Main;50080061;DRESDEFFLDG;23
Allianz Dresdner Bauspar;Frankfurt, Main;50080077;DRESDEFFBSP;0
Commerzbank, GF Wüstenrot BSPK;Bad Vilbel;50080077;DRESDEFFBSP;0
Commerzbank vormals Dresdner Bank ESOP;Frankfurt am Main;50080079;DRESDEFFXXX;23
Commerzbank vormals Dresdner Bank Bs 80;Frankfurt am Main;50080080;DRESDEFFI41;23
Commerzbank vormals Dresdner Bank Gf AVB;Frankfurt am Main;50080082;DRESDEFFAVB;23
Commerzbank vormals Dresdner Bank ITGK 3;Frankfurt am Main;50080086;DRESDEFFI49;23
Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 4;Frankfurt am Main;50080087;DRESDEFFJ08;23
Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 5;Frankfurt am Main;50080088;DRESDEFFJ09;23
Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 6;Frankfurt am Main;50080089;DRESDEFFJ10;23
Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 7;Frankfurt am Main;50080091;DRESDEFFJ11;23
Commerzbank vormals Dresdner Bank Finance and Controlling;Frankfurt am Main;50080092;DRESDEFFFCO;23
Commerzbank vormals Dresdner Bank Zw 99;Frankfurt am Main;50080099;DRESDEFFI42;23
Commerzbank vormals Dresdner Bank Private Banking Inland;Frankfurt am Main;50080300;DRESDEFF500;23
Commerzbank vormals Dresdner Bank;Rüsselsheim am Main;50083007;DRESDEFF502;23
Commerzbank vormals Dresdner Bank in Frankfurt MBP;Frankfurt am Main;50083838;DRESDEFFMBP;23
Commerzbank vormals Dresdner Bank ITGK;Frankfurt am Main;50089400;DRESDEFFI01;23
Sparda-Bank Hessen;Frankfurt am Main;50090500;GENODEF1S12;30
PSD Bank Hessen-Thüringen;Eschborn;50090900;GENODEF1P06;31
Spar- und Kreditbank Ev.-Freikirchlicher Gemeinden;Bad Homburg;50092100;GENODE51BH2;31
Volksbank Usinger Land Ndl d Frankfurter VB;Usingen;50092900;GENODE51USI;31
Volksbank Kelsterbach Ndl d Frankfurter VB;Kelsterbach;50093400;GENODE51KBH;31
Industrial and Commercial Bank of China;Frankfurt am Main;50110200;ICBKDEFFXXX;0
AKA Ausfuhrkredit GmbH;Frankfurt am Main;50110400;AUSKDEFFXXX;0
NATIXIS Zweigniederlassung Deutschland;Frankfurt am Main;50110500;NATXDEFFXXX;0
Standard Chartered Bank Frankfurt;Frankfurt am Main;50110636;SCBLDEFXXXX;0
Frankfurter Bankgesellschaft (Deutschland);Frankfurt am Main;50110700;FBGADEF1XXX;31
J.P. Morgan;Frankfurt am Main;50110800;CHASDEFXXXX;0
J.P. Morgan, Internal Reference;Frankfurt am Main;50110801;CHASDEFXVR1;0
J.P. Morgan;Frankfurt am Main;50110855;JPMGDEFFXXX;0
Bank of America N.A. Military Bank;Wiesbaden;50110900;MNBIDEF1XXX;0
Stifel Europe Bank;Frankfurt am Main;50120000;MAIFDEFFXXX;0
ICICI Bank UK, Germany Branch;Eschborn;50120100;ICICDEFFXXX;0
ABN AMRO Bank Frankfurt Branch - Bethmann Bank;Frankfurt am Main;50120383;DELBDE33XXX;47
Credit Suisse (Deutschland);Frankfurt am Main;50120500;CRESDE55XXX;0
Bank of Communications Frankfurt branch;Frankfurt am Main;50120600;COMMDEFFXXX;0
AION Bank German Branch;Frankfurt am Main;50120800;BMPBDEF2XXX;0
VakifBank International Wien Zndl Deutschland;Köln;50120900;TVBADEFFXXX;31
VTB Bank (Europe) Zndl Frankfurt am Main (Direktbank);Frankfurt am Main;50123400;DOBADEF1XXX;56
PKO Bank Polski Niederlassung Deutschland;Frankfurt am Main;50127000;BPKODEFFXXX;0
National Bank of Pakistan Zndl Frankfurt;Frankfurt am Main;50130000;NBPADEFFXXX;0
Merck Finck A Quintet Private Bank;Frankfurt am Main;50130400;MEFIDEMM501;47
UBS Europe;Frankfurt am Main;50130600;UBSWDEFFXXX;0
